facilityid,id_overall,sd,smp,hs,s1,group,type,teach_num,sup_pnpm,sup_gov,sup_uni,sup_private,sup_ngo,sup_himpaudi,sup_socind,freq_wk,duration,tot_student,ratio,room_age_separate,parents_inv,refresher_training,visit_gov,room_avail,book,book_no,clean_water,toilet,bin,sink,weight_scale,heigth,head_measure,firstaid,facilities,population,household,poor_hh,poor_pct,poor_level,bpd,bpd_meet,cp_koperasi,cp_gotong_royong,cp_karangta3a,cp_health,cp_women,cp_labor,mean_cp,safe_play,safe_clean,safe_availplayground,safe_noharm,safe_noconflict,safe_ownership,mean_safe,pp_raskin,pp_blt,pp_pkh,pp_jamkesmas,pp_kur,pp_wash,pp_pnpminf,pp_pnpmeco,pp_pnpmsoc,pp_pnpmgen,mean_pp,market,capital_district,capital_regency,capital_prov,bank,terminal,health_service,hospital,primary_sc,junior_sc,high_school,university
210101,3.2,0,0,0.75,0.25,control,TK,4,No,Yes,No,No,No,No,Yes,6,165,60,15,1,Yes,Yes,0,2,1,86,2,1,2,2,1,1,0,2,30,5444,1828,1481,81.01750547,High,Yes,7,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,1,6,20,45,6,7,0.02,20,0.150000006,3,1,20
211001,2.1,0,0,1,0,treatment,KB,2,,,,,,,,6,180,51,26,0,Yes,Yes,14,2,1,20,1,1,1,1,1,1,1,1,25,5425,2173,925,42.56787851,High,Yes,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.01,14,14,50,7,14,0.01,14,0.100000001,0.5,0.5,14
211101,1.385,0,0,0.8,0.2,control,RA,5,No,Yes,Yes,No,No,No,No,6,180,36,7,0,Yes,No,1,1,3,,0,0,0,0,0,0,0,0,1,5425,2173,925,42.56787851,High,Yes,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.01,14,14,50,7,14,0.01,14,0.100000001,0.5,0.5,14
212001,3.2,0,0,0.5,0.5,treatment,KB,4,No,No,Yes,No,No,No,No,5,90,58,15,0,Yes,Yes,2,1,1,8,1,1,0,1,1,1,1,1,25,6585,2066,524,25.36302033,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,2,17,12,36,2,7,2,8,0.200000003,0.300000012,0.300000012,12
212201,1.91,0,0,1,0,control,KB,4,No,Yes,No,No,No,No,Yes,5,120,31,8,0,Yes,No,1,1,1,20,1,1,2,2,1,1,0,2,20,6585,2066,524,25.36302033,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,2,17,12,36,2,7,2,8,0.200000003,0.300000012,0.300000012,12
213002,3.49,0,0,0.5,0.5,treatment,KB,2,,,,,,,,5,90,65,33,1,Yes,Yes,3,2,1,45,1,1,1,1,1,1,1,1,21,3586,1263,494,39.11322249,Moderate-High,Yes,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,2,7,25,40,7,6,7,25,0.100000001,1,9,25
213101,3.81,0,0,0,1,control,TK,5,No,Yes,No,Yes,Yes,No,Yes,6,90,38,8,1,Yes,Yes,2,2,1,60,1,1,1,2,1,1,1,0,32,3586,1263,494,39.11322249,Moderate-High,Yes,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,2,7,25,40,7,6,7,25,0.100000001,1,9,25
214102,3.12,0,0,0,1,control,TK,5,No,Yes,No,No,No,No,Yes,6,90,51,10,1,Yes,Yes,1,2,1,50,0,0,2,2,1,1,0,1,25,10826,3426,1800,52.53940455,High,Yes,4,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,1.5,4.5,25,50,4.5,10,0.200000003,25,0.5,2,2,25
214501,2.2,0,0,0.25,0.75,control,RA,4,No,Yes,No,No,No,No,Yes,6,120,36,9,1,Yes,Yes,1,2,1,40,1,2,0,0,0,0,0,2,15,10826,3426,1800,52.53940455,High,Yes,4,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,1.5,4.5,25,50,4.5,10,0.200000003,25,0.5,2,2,25
215001,2.72,0,0,0.5,0.5,treatment,KB,6,No,No,No,No,No,No,Yes,4,90,30,5,1,Yes,Yes,12,1,1,65,0,1,0,0,0,1,0,1,16,7830,3915,2203,56.27075351,High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,2,4,1,4,2.8,3,3,25,40,3,6,2,25,0.200000003,0.5,0.800000012,25
215105,3.605,0,0,0,1,control,TK,6,No,Yes,No,No,No,No,Yes,6,90,59,10,1,Yes,No,1,2,1,20,2,2,1,0,1,1,1,1,26,7830,3915,2203,56.27075351,High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,2,4,1,4,2.8,3,3,25,40,3,6,2,25,0.200000003,0.5,0.800000012,25
216002,2.71,0,0.25,0.5,0.25,treatment,KB,4,No,No,No,No,No,No,Yes,6,120,49,12,0,Yes,Yes,1,2,0,,0,0,0,0,1,1,1,1,24,6730,2717,888,32.68310637,Moderate-High,Yes,3,4,4,4,4,4,4,4,2,2,1,3,3,3,2.333333333,1,2,4,4,4,2,4,4,2,1,2.8,1.5,7,8,35,1.5,6,0.5,6,0.5,0.5,0.5,7
216101,2.825,0,0,1,0,control,RA,6,No,No,No,No,No,No,Yes,6,150,39,7,1,No,Yes,1,2,1,20,1,2,2,0,0,0,0,0,19,6730,2717,888,32.68310637,Moderate-High,Yes,3,4,4,4,4,4,4,4,2,2,1,3,3,3,2.333333333,1,2,4,4,4,2,4,4,2,1,2.8,1.5,7,8,35,1.5,6,0.5,6,0.5,0.5,0.5,7
217002,3.1,0,0,0.67,0.33,treatment,KB,6,No,Yes,No,No,No,No,Yes,6,180,74,12,1,Yes,Yes,2,3,1,107,1,1,1,1,1,1,1,1,29,10673,3725,1500,40.26845638,High,Yes,3,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,1.5,2.5,10,32,2.5,2.5,1.5,10,0.01,2,2.5,32
217101,2.425,0,0,0.33,0.67,control,TK,3,No,Yes,No,No,No,No,No,6,145,45,15,1,No,Yes,0,1,1,60,0,0,1,2,0,0,0,1,17,10673,3725,1500,40.26845638,High,Yes,3,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,1.5,2.5,10,32,2.5,2.5,1.5,10,0.01,2,2.5,32
218002,1.25,0,0,0.5,0.5,treatment,KB,6,No,No,No,No,No,No,Yes,6,150,67,11,0,Yes,Yes,1,2,1,50,1,1,0,0,1,1,0,1,20,11221,3190,2091,65.54858934,High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,3,2.5,15,42,3.5,3.5,2.700000048,15,0.01,0.300000012,0.5,42
218103,1.98,0,0,0.6,0.4,control,RA,5,No,Yes,No,Yes,No,No,Yes,6,150,37,7,1,No,No,0,2,1,40,1,1,1,0,1,1,0,1,23,11221,3190,2091,65.54858934,High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,3,2.5,15,42,3.5,3.5,2.700000048,15,0.01,0.300000012,0.5,42
219101,2.14,0,0,0.33,0.67,control,TK,6,No,Yes,No,No,No,No,Yes,6,180,61,10,1,Yes,Yes,12,2,1,50,1,1,1,2,2,1,0,1,24,6672,2001,408,20.3898051,Moderate-High,Yes,1,4,4,2,2,4,4,3.333333333,2,2,3,3,3,3,2.666666667,1,2,1,4,4,4,4,4,4,1,2.9,3.5,3.5,17,32,3.5,3.5,3.5,18,0.050000001,0.150000006,0.150000006,10
219102,2.2,0,0,0,1,control,TK,4,No,Yes,No,No,No,No,Yes,6,150,58,15,1,Yes,Yes,2,2,1,50,1,1,1,2,1,1,0,1,27,6672,2001,408,20.3898051,Moderate-High,Yes,1,4,4,2,2,4,4,3.333333333,2,2,3,3,3,3,2.666666667,1,2,1,4,4,4,4,4,4,1,2.9,3.5,3.5,17,32,3.5,3.5,3.5,18,0.050000001,0.150000006,0.150000006,10
220002,2.51,0,0,0.83,0.17,treatment,KB,6,No,No,No,No,No,No,Yes,6,120,71,12,1,Yes,Yes,13,2,1,39,1,1,1,0,1,1,1,1,26,10156,3383,2475,73.15991723,High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,0.100000001,8,19,47,8,8,0,19,0.029999999,0.400000006,0.300000012,10
220201,1.87,0,0,0.5,0.5,control,KB,2,No,No,No,No,No,No,No,6,120,41,21,1,Yes,Yes,0,1,1,20,2,2,2,0,1,1,0,0,20,10156,3383,2475,73.15991723,High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,0.100000001,8,19,47,8,8,0,19,0.029999999,0.400000006,0.300000012,10
221002,2.255,0,0,0.67,0.33,treatment,KB,6,No,Yes,No,No,No,No,Yes,5,120,72,12,1,Yes,Yes,3,3,1,500,1,1,1,1,1,1,1,1,29,11723,3699,997,26.9532306,Moderate-High,Yes,3,4,4,2,4,4,4,3.666666667,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,2.5,7,7,36,4,4,0.050000001,10,0.050000001,0.100000001,2,4
221106,2.735,0,0,0.6,0.4,control,RA,5,No,No,No,No,No,No,No,6,210,27,5,0,No,Yes,0,1,1,30,0,2,1,2,0,0,0,2,15,11723,3699,997,26.9532306,Moderate-High,Yes,3,4,4,2,4,4,4,3.666666667,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,4,1,3.2,2.5,7,7,36,4,4,0.050000001,10,0.050000001,0.100000001,2,4
222001,3.36,0,0,0.67,0.33,treatment,KB,6,,,,,,,,5,120,32,5,0,Yes,Yes,4,1,1,20,1,1,1,0,1,1,1,1,19,6124,1962,529,26.96228338,Moderate-High,Yes,3,4,4,4,3,4,4,3.833333333,3,3,3,3,3,2,2.833333333,1,2,4,4,4,4,4,4,4,1,3.2,0.01,6,6,33,6,6.5,0.200000003,7,0.300000012,0.25,0.150000006,0.200000003
222102,2.03,0,0,0.5,0.5,control,RA,6,No,Yes,No,No,No,No,No,6,150,30,5,0,Yes,Yes,1,1,1,15,2,0,0,0,0,0,0,2,13,6124,1962,529,26.96228338,Moderate-High,Yes,3,4,4,4,3,4,4,3.833333333,3,3,3,3,3,2,2.833333333,1,2,4,4,4,4,4,4,4,1,3.2,0.01,6,6,33,6,6.5,0.200000003,7,0.300000012,0.25,0.150000006,0.200000003
223002,2.65,0,0,0.8,0.2,treatment,KB,5,No,Yes,No,No,No,No,No,6,120,28,6,0,Yes,Yes,2,1,1,100,1,0,1,0,0,1,1,1,23,6571,1938,1866,96.28482972,High,Yes,4,3,4,4,4,4,4,3.833333333,2,3,1,3,3,3,2.5,1,2,4,4,4,4,4,2,4,1,3,2.5,7,7,33,7,7,1,7.099999905,0.01,1.25,2,1.25
223101,3.355,0,0,0.33,0.67,control,TK,6,No,Yes,No,No,No,No,Yes,6,90,34,6,1,Yes,Yes,1,2,1,94,2,0,0,0,1,1,0,1,22,6571,1938,1866,96.28482972,High,Yes,4,3,4,4,4,4,4,3.833333333,2,3,1,3,3,3,2.5,1,2,4,4,4,4,4,2,4,1,3,2.5,7,7,33,7,7,1,7.099999905,0.01,1.25,2,1.25
224203,3.06,0,0,0.8,0.2,control,KB,5,No,Yes,No,No,No,No,Yes,6,120,85,17,1,Yes,Yes,2,2,1,30,1,1,1,1,1,0,0,2,14,10842,4021,1331,33.1012186,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,4,4,3.5,40,7,7,40,4,7,0.5,0.5,0.050000001,0.050000001,0.050000001,3
224204,3.11,0,0,1,0,control,KB,5,No,Yes,No,No,No,No,Yes,6,120,83,17,1,Yes,Yes,3,2,1,170,1,1,1,2,1,1,1,2,27,10842,4021,1331,33.1012186,Moderate-High,Yes,1,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,4,4,3.5,40,7,7,40,4,7,0.5,0.5,0.050000001,0.050000001,0.050000001,3
225002,5.265,0,0,0.5,0.5,treatment,KB,4,No,Yes,No,No,No,No,No,5,180,71,18,1,Yes,Yes,6,4,1,25,1,1,1,1,1,1,1,1,31,8975,2615,551,21.0707457,Moderate-High,Yes,5,4,3,3,4,4,4,3.666666667,3,2,1,3,3,3,2.5,1,2,4,4,1,2,3,4,3,4,2.8,3,2,7,42,7,2,0.02,7,0.01,2,3,7
225101,3.615,0,0,0,1,control,TK,5,Yes,Yes,No,No,No,No,No,6,150,42,8,1,Yes,No,4,2,3,,1,1,1,0,0,0,0,0,12,8975,2615,551,21.0707457,Moderate-High,Yes,5,4,3,3,4,4,4,3.666666667,3,2,1,3,3,3,2.5,1,2,4,4,1,2,3,4,3,4,2.8,3,2,7,42,7,2,0.02,7,0.01,2,3,7
226001,5.32,0,0,0.5,0.5,treatment,KB,4,No,Yes,No,No,No,No,No,4,120,40,10,0,Yes,Yes,6,1,1,20,1,1,1,1,1,1,1,1,27,6401,2101,626,29.79533555,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,1,2,2,1,1,4,2.2,3,5,12,50,5,3,5,12,0.01,0.02,5,12
226501,5.005,0,0,0,1,control,RA,2,No,No,No,No,No,No,No,6,150,38,19,1,Yes,No,0,2,1,7,1,1,1,1,0,0,0,0,13,6401,2101,626,29.79533555,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,1,2,2,1,1,4,2.2,3,5,12,50,5,3,5,12,0.01,0.02,5,12
227002,4.41,0,0,0.25,0.75,treatment,KB,4,No,Yes,No,No,No,No,No,6,150,42,11,1,Yes,Yes,10,2,1,37,1,1,1,1,1,1,1,1,19,9174,2980,679,22.7852349,Moderate-High,Yes,2,4,4,4,4,3,4,3.833333333,3,2,1,3,3,3,2.5,1,2,4,4,3,1,4,4,1,4,2.8,3.5,4,7,36,4,7,0.100000001,7,0.600000024,0.699999988,0.699999988,7
227101,5.32,0,0,0.67,0.33,control,TK,3,No,Yes,No,No,No,No,No,6,90,54,18,1,Yes,Yes,4,2,1,26,1,1,1,1,0,0,0,2,20,9174,2980,679,22.7852349,Moderate-High,Yes,2,4,4,4,4,3,4,3.833333333,3,2,1,3,3,3,2.5,1,2,4,4,3,1,4,4,1,4,2.8,3.5,4,7,36,4,7,0.100000001,7,0.600000024,0.699999988,0.699999988,7
228102,2.96,0,0,0,1,control,TK,4,No,Yes,No,No,No,No,No,6,150,56,14,1,Yes,Yes,4,1,1,10,0,0,2,0,1,0,0,0,14,6214,2579,530,20.55060101,Moderate-High,Yes,3,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,1,4,4,1,4,2.7,0.050000001,6.5,10,37,10,10,0.200000003,10,0.200000003,1,0.5,10
228201,5.31,0,0,0.25,0.75,control,KB,4,No,Yes,No,No,No,No,No,6,150,56,14,0,Yes,Yes,6,2,1,10,1,1,1,1,1,1,1,1,18,6214,2579,530,20.55060101,Moderate-High,Yes,3,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,2,1,4,4,1,4,2.7,0.050000001,6.5,10,37,10,10,0.200000003,10,0.200000003,1,0.5,10
229002,2.825,0,0,1,0,treatment,KB,4,No,Yes,No,No,No,No,No,6,120,44,11,0,Yes,Yes,0,1,1,24,1,1,1,1,1,1,1,1,25,10813,3514,670,19.06659078,Moderate-Low,Yes,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.100000001,7,7,40,0.800000012,7,0.050000001,5,0.300000012,0.02,0.02,7
229203,1.905,0,0,0,1,control,KB,3,No,No,Yes,No,No,No,No,5,150,34,11,0,Yes,Yes,2,1,1,8,1,1,1,0,1,1,2,1,21,10813,3514,670,19.06659078,Moderate-Low,Yes,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.100000001,7,7,40,0.800000012,7,0.050000001,5,0.300000012,0.02,0.02,7
230002,5.14,0,0,0.25,0.75,treatment,KB,4,No,Yes,No,No,No,No,No,5,150,48,12,1,Yes,No,4,2,1,25,1,1,1,1,1,1,1,1,28,11744,3712,1773,47.76400862,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,2.5,5,15,17,5,15,0.01,15,0.050000001,0.200000003,0.5,17
230101,2.29,0,0,0,1,control,TK,2,No,Yes,No,No,No,No,No,6,150,51,26,1,Yes,No,0,1,1,10,2,2,2,2,2,0,0,0,15,11744,3712,1773,47.76400862,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,2.5,5,15,17,5,15,0.01,15,0.050000001,0.200000003,0.5,17
231002,5.14,0,0,1,0,treatment,KB,3,,,,,,,,6,180,38,13,1,Yes,No,12,2,1,28,1,1,1,1,1,1,1,1,26,9726,3083,1196,38.79338307,Moderate-High,Yes,5,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,0.5,5,7,25,2,7,0.100000001,7,0.07,2.5,1,5.5
231101,5.42,0,0,0.4,0.6,control,TK,5,Yes,Yes,No,No,No,No,No,6,90,71,14,1,Yes,Yes,2,3,1,115,2,2,2,0,1,1,0,1,23,9726,3083,1196,38.79338307,Moderate-High,Yes,5,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,3,2,4,4,1,4,2.9,0.5,5,7,25,2,7,0.100000001,7,0.07,2.5,1,5.5
232001,5.14,0,0,1,0,treatment,KB,6,No,Yes,No,No,No,No,No,6,120,61,10,1,Yes,No,3,1,1,13,1,1,1,1,1,1,1,1,25,7406,2681,993,37.0384185,Moderate-High,Yes,6,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,2,8,10,35,8,10,0.01,10,0.100000001,1,5,10
232101,4.155,0,0,0,1,control,TK,6,No,Yes,No,No,No,No,No,6,150,59,10,1,Yes,Yes,4,3,1,20,2,2,2,0,1,1,1,1,23,7406,2681,993,37.0384185,Moderate-High,Yes,6,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,2,8,10,35,8,10,0.01,10,0.100000001,1,5,10
233101,5.3,0,0,0.25,0.75,control,TK,4,No,Yes,No,No,No,No,No,6,150,55,14,1,Yes,Yes,1,2,1,5,0,2,2,2,0,0,0,1,18,4362,1267,632,49.8816101,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,1.5,7,9,22,1.5,9,0.02,13,0.02,0.029999999,1,9
233201,4.465,0,0,0.6,0.4,control,KB,5,No,Yes,No,No,No,No,No,6,150,61,12,1,Yes,Yes,4,1,1,30,1,1,2,2,1,1,1,1,24,4362,1267,632,49.8816101,High,Yes,4,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,1.5,7,9,22,1.5,9,0.02,13,0.02,0.029999999,1,9
234001,5.14,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,6,150,23,12,0,Yes,No,1,2,1,11,1,1,1,1,1,1,1,1,20,3806,1170,396,33.84615385,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,2.5,7,8,25,8,8,0.200000003,8,0.200000003,3,3,25
234002,5.14,0,0,0.6,0.4,treatment,KB,5,No,Yes,No,No,No,No,No,6,150,50,10,1,Yes,No,4,1,1,15,1,1,1,1,1,1,1,1,26,3806,1170,396,33.84615385,Moderate-High,Yes,2,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,3,1,4,4,1,4,2.8,2.5,7,8,25,8,8,0.200000003,8,0.200000003,3,3,25
235001,5.14,0,0,1,0,treatment,KB,2,,,,,,,,6,120,36,18,1,Yes,No,2,1,1,13,1,1,1,1,1,1,1,1,25,9964,2926,613,20.95010253,Moderate-High,Yes,4,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,0.050000001,3,8,19,3,8,0.050000001,8,0.200000003,0.400000006,0.400000006,8
235102,3.57,0,0,0.8,0.2,control,TK,5,No,Yes,No,No,No,No,No,6,120,38,8,1,Yes,No,3,1,1,10,0,0,0,0,0,0,0,1,10,9964,2926,613,20.95010253,Moderate-High,Yes,4,4,4,3,4,3,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,0.050000001,3,8,19,3,8,0.050000001,8,0.200000003,0.400000006,0.400000006,8
236001,5.23,0,0,0.67,0.33,treatment,KB,3,,,,,,,,5,180,31,10,0,Yes,No,3,1,1,16,1,1,1,1,1,1,1,1,21,11092,3341,1242,37.17449865,Moderate-High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,0.050000001,7,13,35,3,13,0.200000003,13,0.5,0.5,1.5,10
236101,5.545,0,0,0.5,0.5,control,TK,8,No,Yes,No,No,No,No,No,6,90,63,8,1,Yes,Yes,6,4,1,30,1,1,1,1,1,1,1,1,20,11092,3341,1242,37.17449865,Moderate-High,Yes,3,4,3,3,4,3,4,3.5,3,3,1,3,3,3,2.666666667,1,2,4,4,4,1,4,4,1,4,2.9,0.050000001,7,13,35,3,13,0.200000003,13,0.5,0.5,1.5,10
237001,3.205,0,0,0.17,0.83,treatment,KB,6,No,Yes,No,No,No,No,No,6,180,46,8,1,Yes,Yes,12,1,1,30,1,1,1,1,1,1,1,1,28,6758,2213,506,22.86488929,Moderate-High,Yes,3,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,6,6,15,15,6,6,0.600000024,15,0.400000006,0.100000001,0.100000001,0.600000024
237104,2.97,0,0,0,1,control,RA,7,No,No,No,No,No,No,Yes,6,120,68,10,1,Yes,Yes,0,2,1,20,2,2,2,2,1,1,1,2,29,6758,2213,506,22.86488929,Moderate-High,Yes,3,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,6,6,15,15,6,6,0.600000024,15,0.400000006,0.100000001,0.100000001,0.600000024
238002,2.38,0,0,1,0,treatment,KB,3,Yes,Yes,No,Yes,No,No,No,6,110,43,14,1,Yes,Yes,8,2,1,30,1,1,1,1,1,1,1,1,26,7772,2698,1584,58.71015567,High,Yes,5,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,1,4,3.2,0.100000001,3,15,9,3,0.200000003,0.059999999,15,0.100000001,0.300000012,0.150000006,2
238102,2.38,0,0,0.5,0.5,control,RA,4,No,No,No,No,No,No,Yes,6,150,35,9,0,Yes,Yes,1,1,1,5,2,2,2,2,0,0,0,0,25,7772,2698,1584,58.71015567,High,Yes,5,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,1,4,3.2,0.100000001,3,15,9,3,0.200000003,0.059999999,15,0.100000001,0.300000012,0.150000006,2
239001,2.815,0,0,0.25,0.75,treatment,KB,4,,,,,,,,6,150,72,18,1,Yes,Yes,4,1,1,20,1,1,1,1,1,1,1,1,27,11600,,904,,,Yes,2,4,4,4,4,4,4,4,3,2,3,3,3,3,2.833333333,1,2,4,4,4,2,4,4,1,4,3,0.150000006,0.050000001,16.21999931,18,0.100000001,0.25,0.050000001,16,0.100000001,0.050000001,0.300000012,5
239204,3.11,0,0,0.67,0.33,control,KB,3,No,Yes,No,No,No,No,No,6,120,37,12,0,Yes,Yes,1,1,1,12,2,2,2,0,1,1,1,2,26,11600,,904,,,Yes,2,4,4,4,4,4,4,4,3,2,3,3,3,3,2.833333333,1,2,4,4,4,2,4,4,1,4,3,0.150000006,0.050000001,16.21999931,18,0.100000001,0.25,0.050000001,16,0.100000001,0.050000001,0.300000012,5
240001,2.28,0,0,0.75,0.25,treatment,KB,4,,,,,,,,6,150,46,12,0,Yes,Yes,2,1,1,47,1,1,1,1,1,1,1,1,25,7845,2520,,,,Yes,4,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,1,3,19,17,3,0.300000012,0.300000012,10,0.5,0.699999988,0.349999994,4
240101,2.51,0,0,0,1,control,TK,4,No,Yes,No,No,No,No,Yes,6,150,44,11,1,Yes,Yes,0,2,1,132,2,1,1,1,0,0,0,1,21,7845,2520,,,,Yes,4,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,4,4,3.3,1,3,19,17,3,0.300000012,0.300000012,10,0.5,0.699999988,0.349999994,4
241001,2.635,0,0,1,0,treatment,KB,3,No,No,No,No,No,No,Yes,5,120,61,20,1,Yes,Yes,6,2,1,20,1,1,0,1,1,1,1,1,23,9095,2934,1098,37.42331288,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,3.5,5,12,35,5,3,0.25,10,0.100000001,0.25,0.300000012,12
241201,3.815,0,0,0.71,0.29,control,KB,7,No,Yes,No,No,No,No,Yes,6,240,75,11,1,Yes,Yes,15,4,1,60,1,1,1,1,1,1,0,2,27,9095,2934,1098,37.42331288,Moderate-High,Yes,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,3.5,5,12,35,5,3,0.25,10,0.100000001,0.25,0.300000012,12
242002,2.945,0,0,0.67,0.33,treatment,KB,3,Yes,Yes,No,No,Yes,No,No,5,150,52,17,1,Yes,Yes,2,2,1,70,1,1,1,1,1,1,1,1,26,9330,3107,843,27.13228194,Moderate-High,Yes,3,4,4,4,2,4,4,3.666666667,3,3,3,3,3,3,3,1,2,4,4,4,1,4,4,1,4,2.9,3,4,15,25,5,3,1,15,0.699999988,0.600000024,2.299999952,3
242101,2.805,0,0,0,1,control,TK,4,No,Yes,No,No,No,No,Yes,6,180,50,13,1,Yes,Yes,1,1,1,30,0,1,2,2,0,0,0,1,15,9330,3107,843,27.13228194,Moderate-High,Yes,3,4,4,4,2,4,4,3.666666667,3,3,3,3,3,3,3,1,2,4,4,4,1,4,4,1,4,2.9,3,4,15,25,5,3,1,15,0.699999988,0.600000024,2.299999952,3
243002,1.7,0,0,0.5,0.5,treatment,KB,4,Yes,No,No,No,No,No,No,5,120,44,11,1,Yes,Yes,2,1,1,20,1,1,1,0,1,1,1,1,23,9583,3114,598,19.20359666,Moderate-Low,Yes,4,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.300000012,0.5,12,26,0.5,0.200000003,0.300000012,8,0.5,0.5,0.5,0.5
