facilityid,id_overall,sd,smp,hs,s1,group,type,teach_num,sup_pnpm,sup_gov,sup_uni,sup_private,sup_ngo,sup_himpaudi,sup_socind,freq_wk,duration,tot_student,ratio,room_age_separate,parents_inv,refresher_training,visit_gov,room_avail,book,book_no,clean_water,toilet,bin,sink,weight_scale,heigth,head_measure,firstaid,facilities,population,household,poor_hh,poor_pct,poor_level,bpd,bpd_meet,cp_koperasi,cp_gotong_royong,cp_karangta3a,cp_health,cp_women,cp_labor,mean_cp,safe_play,safe_clean,safe_availplayground,safe_noharm,safe_noconflict,safe_ownership,mean_safe,pp_raskin,pp_blt,pp_pkh,pp_jamkesmas,pp_kur,pp_wash,pp_pnpminf,pp_pnpmeco,pp_pnpmsoc,pp_pnpmgen,mean_pp,market,capital_district,capital_regency,capital_prov,bank,terminal,health_service,hospital,primary_sc,junior_sc,high_school,university
284102,3.615,0,0,0,1,control,RA,5,No,Yes,No,No,No,No,No,6,120,56,11,1,Yes,No,3,2,1,36,1,1,1,1,0,0,0,1,19,4414,1206,168,13.93034826,Low,Yes,1,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,2,1,2.4,1,1,13,190,1,13,1,13,0.5,0.5,1,20
285201,2.32,0,0,0,1,control,KB,2,No,Yes,No,No,No,No,No,5,105,34,17,0,Yes,Yes,1,1,1,98,1,1,1,1,0,0,0,1,13,2998,819,230,28.08302808,Moderate-High,Yes,0,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,2,4,4,4,1,2.7,80,0.5,8,19.20000076,0.800000012,0.800000012,0.899999976,8,0.5,0.800000012,3,8
286101,4.345,0,0,0.2,0.8,control,TK,5,No,Yes,No,No,No,No,No,6,150,47,9,1,Yes,Yes,3,3,1,118,1,1,1,1,1,1,1,1,25,3615,969,174,17.95665635,Moderate-Low,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,3,1.5,5,180,3,5,2,5,10,1.5,0.100000001,5
286102,4.615,0,0,0.5,0.5,control,TK,4,No,Yes,No,No,No,Yes,No,6,180,35,9,1,Yes,Yes,2,2,1,220,1,1,1,1,1,1,1,1,21,3615,969,174,17.95665635,Moderate-Low,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,3,1.5,5,180,3,5,2,5,10,1.5,0.100000001,5
287102,2.635,0,0,0,1,control,TK,5,No,Yes,No,No,No,No,No,6,180,42,8,1,Yes,Yes,0,2,1,126,1,1,1,1,0,1,0,1,20,4715,1430,209,14.61538462,Moderate-Low,Yes,3,4,3,3,1,4,4,3.166666667,3,3,3,3,2,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,0.300000012,1,8,183,1,1,1,3,0.5,2,2,2
287103,2.305,0,0,0.17,0.83,control,TK,6,No,Yes,No,No,No,No,Yes,6,165,18,3,1,Yes,Yes,3,4,1,50,1,1,1,1,0,2,0,1,22,4715,1430,209,14.61538462,Moderate-Low,Yes,3,4,3,3,1,4,4,3.166666667,3,3,3,3,2,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,0.300000012,1,8,183,1,1,1,3,0.5,2,2,2
288101,3.82,0,0,0,1,control,TK,5,No,Yes,No,No,No,Yes,No,6,165,40,8,1,Yes,Yes,2,2,1,120,0,0,1,1,1,1,0,1,21,2271,857,142,16.56942824,Moderate-Low,Yes,2,4,3,4,1,4,4,3.333333333,3,3,3,3,2,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,2,3,1.5,185,2,4,3,4,0.5,0.01,0.01,4
288103,5.195,0,0,0,1,control,TK,5,No,Yes,No,No,No,Yes,Yes,6,165,50,10,1,Yes,Yes,12,2,1,250,1,1,1,1,1,1,1,1,28,2271,857,142,16.56942824,Moderate-Low,Yes,2,4,3,4,1,4,4,3.333333333,3,3,3,3,2,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,2,3,1.5,185,2,4,3,4,0.5,0.01,0.01,4
289002,3.935,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,5,150,26,26,1,Yes,Yes,5,2,1,50,1,1,1,1,1,1,0,1,23,3132,853,205,24.03282532,Moderate-High,Yes,2,4,3,4,1,4,4,3.333333333,3,3,3,3,2,3,2.833333333,1,2,1,4,4,3,4,4,1,1,2.5,1,2,15,149.8000031,1,5,2,5,1,1,2,5
289101,2.59,0,0,0,1,control,TK,3,No,Yes,No,No,No,Yes,Yes,6,165,50,17,1,Yes,Yes,2,2,1,200,0,1,1,1,1,1,0,1,19,3132,853,205,24.03282532,Moderate-High,Yes,2,4,3,4,1,4,4,3.333333333,3,3,3,3,2,3,2.833333333,1,2,1,4,4,3,4,4,1,1,2.5,1,2,15,149.8000031,1,5,2,5,1,1,2,5
290101,3.1,0,0,0,1,control,TK,3,No,Yes,No,No,No,No,Yes,6,165,50,17,1,Yes,Yes,0,3,1,200,0,0,1,0,1,1,0,1,17,4732,1488,181,12.16397849,Low,Yes,3,3,3,3,1,4,4,3,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,4,1,2.6,1,0.5,10,180,1,1,0.5,0.5,0.100000001,1,0.800000012,0.100000001
290102,3.515,0,0,0,1,control,TK,5,No,Yes,Yes,No,No,No,Yes,6,150,55,11,1,Yes,Yes,0,2,1,100,1,1,1,1,1,1,1,1,25,4732,1488,181,12.16397849,Low,Yes,3,3,3,3,1,4,4,3,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,4,1,2.6,1,0.5,10,180,1,1,0.5,0.5,0.100000001,1,0.800000012,0.100000001
291001,4.26,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,Yes,4,120,43,43,0,No,No,5,2,1,20,0,0,1,1,1,1,1,1,21,1832,508,217,42.71653543,High,Yes,0,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,3,4,4,3,1,2.7,3,1,12,190,1,1,0.600000024,1,0.100000001,1,1,2
291101,2.83,0,0,0.2,0.8,control,TK,5,No,Yes,No,No,No,No,No,6,180,74,15,1,Yes,Yes,0,3,1,314,1,1,1,1,1,1,0,1,25,1832,508,217,42.71653543,High,Yes,0,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,3,4,4,3,1,2.7,3,1,12,190,1,1,0.600000024,1,0.100000001,1,1,2
292001,3.005,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,5,120,16,16,0,Yes,Yes,1,1,1,45,1,1,1,1,1,1,1,1,22,1763,320,130,40.625,High,Yes,1,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,10,10,21,200,10,10,0.01,10,0.02,3,10,10
292101,1.765,0,0,0,1,control,TK,4,Yes,Yes,No,No,No,No,Yes,6,240,82,21,1,No,Yes,0,3,1,22,1,1,1,2,1,1,1,1,25,1763,320,130,40.625,High,Yes,1,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,10,10,21,200,10,10,0.01,10,0.02,3,10,10
293001,3.695,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,Yes,4,120,26,13,1,Yes,Yes,1,2,1,40,1,1,1,1,1,1,1,1,21,2904,763,61,7.994757536,Low,Yes,2,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,3,7.050000191,17,214.5,3,3,7,4,0.300000012,0.5,7,7
293101,3.38,0,0,0.33,0.67,control,TK,3,No,Yes,No,No,No,No,No,6,150,42,14,1,Yes,Yes,4,3,1,210,0,1,1,1,1,0,0,1,20,2904,763,61,7.994757536,Low,Yes,2,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,3,7.050000191,17,214.5,3,3,7,4,0.300000012,0.5,7,7
294002,3.785,0,0,1,0,treatment,KB,1,,,,,,,,5,120,23,23,1,Yes,Yes,5,1,1,172,1,1,1,1,1,1,1,1,24,1908,563,85,15.09769094,Moderate-Low,Yes,3,4,4,2,1,4,4,3.166666667,3,3,1,4,4,4,3.166666667,1,2,1,4,4,1,4,4,4,1,2.6,4,4,15,200,4,4,0.050000001,4,999,2,4,4
294101,2.13,0,0,0,1,control,TK,5,No,Yes,No,No,No,No,Yes,6,180,42,8,1,Yes,Yes,6,2,1,210,1,1,1,1,1,1,0,1,22,1908,563,85,15.09769094,Moderate-Low,Yes,3,4,4,2,1,4,4,3.166666667,3,3,1,4,4,4,3.166666667,1,2,1,4,4,1,4,4,4,1,2.6,4,4,15,200,4,4,0.050000001,4,999,2,4,4
295002,2.835,0,0,0,1,treatment,KB,1,,,,,,,,4,120,25,25,0,No,Yes,7,1,1,35,1,1,1,1,1,1,1,1,24,1560,434,120,27.64976959,Moderate-High,Yes,0,4,3,2,1,3,4,2.833333333,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,7,5,27,347,7,17,0.400000006,17,0.200000003,2,16,17.5
295101,2.33,0,0,0,1,control,TK,3,No,Yes,No,No,Yes,Yes,No,6,180,23,8,1,Yes,Yes,6,2,1,104,1,1,1,1,1,1,1,1,19,1560,434,120,27.64976959,Moderate-High,Yes,0,4,3,2,1,3,4,2.833333333,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,7,5,27,347,7,17,0.400000006,17,0.200000003,2,16,17.5
296001,2.45,0,0,1,0,treatment,KB,2,No,Yes,No,No,No,No,No,4,120,43,22,1,Yes,Yes,1,3,1,99,1,1,1,1,1,1,1,1,26,2151,558,174,31.1827957,Moderate-High,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,2,2,1,4,4,1,4,4,1,1,2.4,2,1,20,198,15,15,1,20,0.02,1,1,25
296002,2.91,0,0,1,0,treatment,KB,1,,,,,,,,4,120,20,20,0,Yes,Yes,3,1,1,60,1,1,1,1,1,1,1,1,20,2151,558,174,31.1827957,Moderate-High,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,2,2,1,4,4,1,4,4,1,1,2.4,2,1,20,198,15,15,1,20,0.02,1,1,25
297101,1.43,0,0,1,0,control,TK,1,No,Yes,No,No,No,No,No,5,120,20,20,0,Yes,Yes,2,1,1,29,0,2,1,2,0,0,0,0,13,1791,230,104,45.2173913,High,Yes,2,4,4,4,1,4,4,3.5,3,2,3,4,3,3,3,2,2,1,4,4,4,4,4,1,1,2.7,4,5,25,200,15,15,1,15,0.01,5,15,20
297201,1.43,0,0,1,0,control,KB,1,No,Yes,No,No,No,No,No,5,120,9,9,0,Yes,Yes,2,1,1,29,0,2,1,2,0,0,0,0,13,1791,230,104,45.2173913,High,Yes,2,4,4,4,1,4,4,3.5,3,2,3,4,3,3,3,2,2,1,4,4,4,4,4,1,1,2.7,4,5,25,200,15,15,1,15,0.01,5,15,20
298001,3.8,0,0,0,1,treatment,KB,1,,,,,,,,5,180,27,27,0,Yes,Yes,2,2,1,108,1,1,1,1,1,1,1,1,23,2622,689,178,25.83454282,Moderate-High,Yes,0,4,3,3,1,4,4,3.166666667,2,3,3,3,2,2,2.5,1,2,1,4,4,4,4,4,1,1,2.6,5,6,5,180,5,5,5.5,5,15,2,1,4
298101,2.45,0,0,0,1,control,TK,3,No,Yes,No,No,No,No,No,6,150,40,13,1,Yes,Yes,2,3,1,90,1,1,1,1,0,0,0,1,14,2622,689,178,25.83454282,Moderate-High,Yes,0,4,3,3,1,4,4,3.166666667,2,3,3,3,2,2,2.5,1,2,1,4,4,4,4,4,1,1,2.6,5,6,5,180,5,5,5.5,5,15,2,1,4
299002,3.91,0,0,1,0,treatment,KB,1,No,No,No,No,No,Yes,Yes,4,120,25,25,1,Yes,Yes,1,2,1,74,1,1,1,1,1,1,1,1,25,1388,437,120,27.45995423,Moderate-High,Yes,1,4,3,2,1,4,4,3,2,2,3,3,3,3,2.666666667,1,4,1,4,4,4,4,4,1,1,2.8,10,13,20,180,10,13,10,13,80,1,10,13
299101,1.72,0,0,0,1,control,TK,3,No,Yes,No,No,No,No,No,6,180,28,9,0,Yes,Yes,0,1,1,28,1,1,1,0,1,0,0,1,14,1388,437,120,27.45995423,Moderate-High,Yes,1,4,3,2,1,4,4,3,2,2,3,3,3,3,2.666666667,1,4,1,4,4,4,4,4,1,1,2.8,10,13,20,180,10,13,10,13,80,1,10,13
300001,3.39,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,0.3,180,41,41,0,Yes,Yes,3,2,1,42,1,1,1,1,1,1,1,1,24,1843,543,120,22.09944751,Moderate-High,Yes,1,4,2,4,1,4,4,3.166666667,3,3,3,3,3,3,3,2,2,1,4,4,3,4,4,1,1,2.6,0.01,1,20,210,0.01,0.01,1,7,0.01,2,7,20
300101,3.015,0,0,1,0,control,TK,3,No,Yes,No,No,No,Yes,No,6,150,92,31,1,Yes,Yes,1,2,1,184,1,1,1,1,1,1,1,1,24,1843,543,120,22.09944751,Moderate-High,Yes,1,4,2,4,1,4,4,3.166666667,3,3,3,3,3,3,3,2,2,1,4,4,3,4,4,1,1,2.6,0.01,1,20,210,0.01,0.01,1,7,0.01,2,7,20
301001,3.18,0,0,1,0,treatment,KB,1,,,,,,,,4,120,30,30,0,No,No,2,1,1,90,1,1,1,1,1,1,1,1,26,4424,1048,171,16.31679389,Moderate-Low,Yes,1,4,4,3,1,4,4,3.333333333,3,3,1,3,3,3,2.666666667,2,2,1,4,4,4,4,4,1,1,2.7,3,4,25,215,3,3,1,10,1,1,10,25
301102,2.78,0,0,0.75,0.25,control,TK,4,No,Yes,No,No,No,No,No,6,210,62,16,1,Yes,Yes,2,3,1,62,1,1,1,1,1,1,1,1,25,4424,1048,171,16.31679389,Moderate-Low,Yes,1,4,4,3,1,4,4,3.333333333,3,3,1,3,3,3,2.666666667,2,2,1,4,4,4,4,4,1,1,2.7,3,4,25,215,3,3,1,10,1,1,10,25
302002,2.22,0,0,1,0,treatment,KB,1,,,,,,,,1,120,20,20,0,Yes,No,2,1,1,52,1,1,1,1,1,1,1,1,20,2180,563,215,38.18827709,Moderate-High,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,2,2,1,4,4,4,4,4,1,1,2.7,8,9,28,230,8,8,0.02,12,0.02,2,12,28
302101,1.94,0,0,0.75,0.25,control,TK,4,No,No,Yes,No,No,No,No,6,165,32,8,1,No,No,0,2,1,33,1,1,1,2,1,0,0,0,12,2180,563,215,38.18827709,Moderate-High,Yes,1,4,4,3,1,4,4,3.333333333,3,3,3,3,3,3,3,2,2,1,4,4,4,4,4,1,1,2.7,8,9,28,230,8,8,0.02,12,0.02,2,12,28
303001,3.135,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,3,120,26,26,1,Yes,Yes,1,2,1,77,0,0,1,1,1,1,1,1,24,1998,410,180,43.90243902,High,Yes,,4,3,3,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,2,7,18,201,2,18,0.5,18,1,4,5,17.5
303002,3.295,0,0,1,0,treatment,KB,2,No,No,No,No,No,No,No,4,110,36,18,0,Yes,No,6,5,1,40,1,1,1,1,1,1,1,1,23,1998,410,180,43.90243902,High,Yes,,4,3,3,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,1,1,2.3,2,7,18,201,2,18,0.5,18,1,4,5,17.5
304002,1.92,0,0,0,1,treatment,KB,1,No,Yes,No,No,No,No,Yes,6,120,28,28,1,Yes,Yes,4,2,1,28,0,0,1,1,1,1,0,0,22,1651,379,156,41.16094987,High,Yes,1,4,3,4,1,4,4,3.333333333,2,2,3,3,2,2,2.333333333,1,2,1,4,4,4,4,4,1,1,2.6,5,5,30.79999924,220,3,5,4,30,0.5,0.5,6,12
304101,1.755,0,0,1,0,control,TK,2,No,No,No,No,No,No,Yes,6,120,33,17,1,Yes,No,1,1,1,33,1,1,1,1,0,0,0,0,10,1651,379,156,41.16094987,High,Yes,1,4,3,4,1,4,4,3.333333333,2,2,3,3,2,2,2.333333333,1,2,1,4,4,4,4,4,1,1,2.6,5,5,30.79999924,220,3,5,4,30,0.5,0.5,6,12
305101,2.515,0,0,0.8,0.2,control,TK,5,No,Yes,No,No,No,No,No,6,90,60,12,1,Yes,Yes,1,3,1,300,1,1,1,1,1,0,0,2,21,2176,612,72,11.76470588,Low,Yes,1,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,3,4,4,1,1,2.5,4,15,53,238,3,7,50,33,1,6,10,20
305102,2.085,0,0,0.67,0.33,control,TK,3,No,Yes,No,No,No,No,No,6,90,27,9,1,Yes,No,1,1,1,54,1,1,1,2,0,1,0,1,18,2176,612,72,11.76470588,Low,Yes,1,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,3,4,4,1,1,2.5,4,15,53,238,3,7,50,33,1,6,10,20
306101,2.77,0,0,0.83,0.17,control,TK,6,No,Yes,No,No,No,No,No,6,180,89,15,1,Yes,Yes,0,3,1,248,1,1,1,1,1,1,0,1,26,2982,695,122,17.55395683,Moderate-Low,Yes,1,4,3,3,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,10,7,37,215,4,10,1,37,1,5,11,14
306104,2.355,0,0,0.5,0.5,control,TK,2,No,No,No,No,No,No,Yes,6,90,28,14,0,Yes,No,0,1,1,57,1,1,1,1,0,0,0,1,6,2982,695,122,17.55395683,Moderate-Low,Yes,1,4,3,3,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,10,7,37,215,4,10,1,37,1,5,11,14
307101,2.7,0,0,0.8,0.2,control,TK,5,No,Yes,No,No,No,No,No,6,165,45,9,1,Yes,Yes,1,2,1,130,1,1,1,1,1,1,0,1,26,2978,785,330,42.03821656,High,Yes,0,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,20,0.5,50,250,10,20,2,50,0.300000012,1.5,1.5,50
307103,2.08,0,0,0.5,0.5,control,TK,2,No,Yes,No,No,No,No,Yes,6,180,56,28,1,Yes,No,2,1,1,185,1,1,1,1,1,1,0,1,20,2978,785,330,42.03821656,High,Yes,0,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,20,0.5,50,250,10,20,2,50,0.300000012,1.5,1.5,50
308101,2.01,0,0,0.5,0.5,control,TK,2,No,Yes,No,No,No,No,No,6,180,25,13,1,No,No,2,1,1,30,1,0,1,1,0,0,0,1,13,2018,516,129,25,Moderate-High,Yes,1,4,4,2,1,4,4,3.166666667,3,3,3,2,2,3,2.666666667,1,2,1,4,4,4,4,4,1,1,2.6,10,12,50,270,19,50,50,50,30,30,12,60
308102,2.26,0,0,0,1,control,TK,2,No,Yes,No,No,No,Yes,No,6,120,21,11,1,Yes,No,1,1,1,92,1,1,1,1,0,0,0,0,15,2018,516,129,25,Moderate-High,Yes,1,4,4,2,1,4,4,3.166666667,3,3,3,2,2,3,2.666666667,1,2,1,4,4,4,4,4,1,1,2.6,10,12,50,270,19,50,50,50,30,30,12,60
309001,3.105,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,120,32,32,1,Yes,No,0,2,1,131,1,1,1,1,1,1,1,1,21,1938,499,150,30.06012024,Moderate-High,Yes,0,4,3,2,1,4,4,3,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,3,118,138,318,18,18,3.5,18,0.5,3,18,16
310002,2.485,0,0,1,0,treatment,KB,1,No,No,No,No,Yes,No,Yes,4,120,30,30,1,Yes,No,1,2,1,53,1,1,1,1,1,1,1,1,25,2593,591,102,17.25888325,Moderate-Low,Yes,0,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,1,107,112,439,19,19,1,19,0.5,1,18,39
310101,2.16,0,0,0.5,0.5,control,TK,2,No,Yes,No,No,No,No,No,6,120,37,19,1,Yes,No,1,2,1,100,1,1,1,1,1,1,0,2,17,2593,591,102,17.25888325,Moderate-Low,Yes,0,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,1,107,112,439,19,19,1,19,0.5,1,18,39
